"","peak_id","Feature","mz","ret","int","group_id","family_id","adducts","connected_to","keep_rep","status"
"2044","1113","1315","253.9994","6.840","85,465.4","83","83_1_F1","M+Br; M+K-2H; M-H","[879]; [1190]; [1570, 1577]","false","filtered"
"2049","740","879","196.0649","6.840","4,433,545.5","83","","M+Cl; M+K-2H; M+Na-2H","[1208]; [1190]; [1315]","false","kept (no corr-family)"
"2050","1082","1280","248.0544","6.840","3,364,437.1","83","","M+FA-H; M+TFA-H","[1190]; [326]","false","kept (no corr-family)"
"2051","754","899","198.0608","6.840","177,714.5","83","","M+Cl; M+K-2H","[1463]; [1208]","false","kept (no corr-family)"
"2052","1311","1545","286.9122","6.840","157,241.5","83","","M+Na-2H","[1754]","false","kept (no corr-family)"
"2053","1234","1456","273.9897","6.840","104,673.9","83","","M+Na-2H; M-","[1570]; [1754]","false","kept (no corr-family)"
"2054","1333","1570","289.9672","6.841","85,273.5","83","","M+Cl; M+K-2H; M-","[1315]; [1456]; [1754]","false","kept (no corr-family)"
"2055","1482","1754","310.9348","6.840","71,242.8","83","","M+FA-H; M+K-2H; M+Na-2H","[1545]; [1456]; [1570]","false","kept (no corr-family)"
"2056","1339","1577","291.9643","6.841","56,000.1","83","","M+K-2H","[1315]","false","kept (no corr-family)"
"2057","1241","1463","276.0775","6.840","14,527.4","83","","M+Hac-H; M+TFA-H","[1618]; [899]","false","kept (no corr-family)"
"2041","266","311","133.0143","9.769","26,835,786.9","82","82_1_F1","M-H","[162]","true","keep_rep"
"2042","148","162","115.0037","9.769","3,743,191.2","82","82_1_F1","M-H2O-H","[311]","false","filtered"
"2039","517","616","168.8501","6.864","86,263.6","81","","M+Cl","[839]","false","kept (no corr-family)"
"2040","704","839","192.8895","6.864","76,096.2","81","","M+Hac-H","[616]","false","kept (no corr-family)"
"2037","1484","1757","311.1690","0.219","5,621,317.9","80","","2M+FA-H; M+FA-H","[1872]; [1872]","false","kept (no corr-family)"
"2038","1580","1872","325.1846","0.219","4,125,456.8","80","","2M+Hac-H; M+Hac-H","[1757]; [1757]","false","kept (no corr-family)"
"2035","402","482","151.0262","5.445","195,958.7","79","","M+Na-2H","[689]","false","kept (no corr-family)"
"2036","583","689","175.0547","5.445","63,261.7","79","","M+FA-H","[482]","false","kept (no corr-family)"
"2033","484","579","163.0614","2.721","1,374,027.9","78","","M+Cl","[1219]","false","kept (no corr-family)"
"2034","1033","1219","241.0724","2.721","194,101.8","78","","M+TFA-H","[579]","false","kept (no corr-family)"
"2030","350","414","145.0619","8.454","29,946,823.9","77","77_1_F1","M-H","[246]","true","keep_rep"
"2031","215","246","127.0513","8.454","3,665,579.7","77","77_1_F1","M-H; M-H2O-H","[131]; [414]","false","filtered"
"2032","118","131","109.0407","8.454","207,760.3","77","77_1_F1","M-H2O-H","[246]","false","filtered"
"2024","1505","1782","313.1648","1.383","1,555,532.8","76","76_1_F1","2M+Hac-H; M+Cl; M+Hac-H","[1649]; [1807]; [1649]","true","keep_rep"
"2025","1398","1649","299.1489","1.385","639,897.0","76","76_1_F1","2M+FA-H; M+Cl; M+FA-H; M+Na-2H","[1782]; [1742]; [1782]; [1863]","false","filtered"
"2026","1471","1741","309.1530","1.385","356,587.6","76","76_1_F1","2M+FA-H; M+FA-H","[1863]; [1863]","false","filtered"
"2027","1574","1863","323.1690","1.384","322,984.1","76","76_1_F1","2M+Hac-H; M+Cl; M+FA-H; M+Hac-H","[1741]; [1742]; [1649]; [1741]","false","filtered"
"2028","1472","1742","309.1738","1.385","466,317.4","76","","M+FA-H; M+Na-2H","[1649]; [1863]","false","kept (no corr-family)"
"2029","1528","1807","315.1367","1.385","346,683.0","76","","M+K-2H","[1782]","false","kept (no corr-family)"
"2022","1024","1209","240.0517","12.351","2,405,254.1","75","75_1_F1","M+TFA-H","[658]","true","keep_rep"
"2023","556","658","172.0617","12.351","155,342.9","75","75_1_F1","M+FA-H","[1209]","false","filtered"
"2018","658","786","185.0747","2.741","6,587,932.4","74","","M-2H; M-H","[2147]; [2147, 793]","false","kept (no corr-family)"
"2019","1811","2147","371.1569","2.743","1,015,127.9","74","","2M-H; M-H","[786]; [786]","false","kept (no corr-family)"
"2020","664","793","186.0727","2.743","567,504.4","74","","M+Hac-H; M-","[247]; [786]","false","kept (no corr-family)"
"2021","216","247","127.0514","2.743","112,616.3","74","","M-","[793]","false","kept (no corr-family)"
"2016","1487","1760","311.2958","1.385","1,863,262.4","73","","2M+Hac-H; M+Hac-H","[1633]; [1633]","false","kept (no corr-family)"
"2017","1386","1633","297.2802","1.385","185,753.6","73","","2M+FA-H; M+FA-H","[1760]; [1760]","false","kept (no corr-family)"
"2013","341","405","144.8665","6.793","1,862,528.2","72","72_1_F1","M+Na-2H; M-H2O-H","[944]; [777]","true","keep_rep"
"2014","794","944","202.8034","6.794","589,789.9","72","72_1_F1","M+Br","[405]","false","filtered"
"2015","649","777","184.8587","6.794","362,780.6","72","72_1_F1","M+Na-2H","[405]","false","filtered"
"2011","1424","1681","303.0836","10.384","1,316,585.6","71","","2M+Hac-H; M+Hac-H","[1241]; [1241]","false","kept (no corr-family)"
"2012","1054","1241","243.0624","10.384","225,039.0","71","","2M-H; M-H","[1681]; [1681]","false","kept (no corr-family)"
"2009","1310","1544","286.8802","6.864","218,953.2","70","","2M+FA-H","[519]","false","kept (no corr-family)"
"2010","433","519","155.9113","6.864","115,752.2","70","","M+Cl","[1544]","false","kept (no corr-family)"
"2007","97","107","101.0244","7.341","1,008,190.7","69","69_1_F1","M-H2O-H","[205]","true","keep_rep"
"2008","182","205","119.0350","7.345","289,953.2","69","69_1_F1","M-H","[107]","false","filtered"
"2004","688","821","190.8924","6.864","94,504.1","68","68_1_F1","M+Cl","[513]","true","keep_rep"
"2005","428","513","154.9159","6.863","85,814.1","68","68_1_F1","M+Cl; M-H","[1153]; [821]","false","filtered"
"2006","973","1153","232.9248","6.864","219,854.7","68","","M+TFA-H","[513]","false","kept (no corr-family)"
"1996","1485","1758","311.1689","2.608","8,622,052.2","67","67_1_F1","2M+FA-H; M+FA-H","[1873]; [1873]","true","keep_rep"
