"Feature","mz","rt","Orbi_P_E2_EXBLANKA","Orbi_P_E2_EXBLANKB","Orbi_P_E2_EXBLANKC","Orbi_P_E2_Wasteblank4","Orbi_P_E2_Wasteblank5","Orbi_P_E2_Wasteblank6","Orbi_P_E2_WS03A","Orbi_P_E2_WS03B","Orbi_P_E2_WS03C"
"0",100.07631,3.512,2840850,2884088,2197557,1732664,1233470,978653,842156,1898194,1235790
"1",100.07642,6.001,2851239,1165947,2087497,3410899,1672282,1776240,2209666,699531,620234
"2",100.07643,0.6,3275250,4003399,2926836,3854985,2625215,3279398,1775554,2098488,1197450
"3",100.07646,2.805,2722908,2352824,2360786,1665865,2423755,1411979,2002296,957650,1046580
"4",100.07648,1.502,4225715,933526,2387259,3858172,1015688,1382404,2774530,3202571,3024817
"5",100.11272,11.646,2528755,2558266,2755386,2513106,2526463,2315675,2970513,2366576,2339078
"6",100.11289,0.056,641104,743266,759175,700580,488027,632612,804444,552722,920784
"7",100.51066,11.656,915949,849606,743120,848458,779178,775881,712591,868690,871579
"8",100.75848,0.468,67664,14490,65789,12395,52600,23095,0,0,0
"9",100.95727,11.661,3157598,3160904,2980295,2894749,3166148,3015986,2781401,3046034,3070285
"10",100.95766,0.572,159825,86343,149318,178036,84579,87255,51103,96531,115408
"11",101.02383,0.555,0,0,0,0,0,1703,510983,508789,459492
"12",101.07146,6.01,2427381,3754923,4041504,4015092,3513591,3633318,2592462,3391362,3406635
"13",101.0715,11.645,61786536,50585516,55275508,49598304,51288176,53930512,55174928,50498284,49682776
"14",101.07151,0.587,462470,303771,389340,140710,198428,621455,321406,196698,676814
"15",101.07155,9.774,26433444,16075061,16428437,11823304,12218470,20273504,13292467,47102268,18244508
"16",101.95036,0.638,297543,238391,183805,148586,221767,167447,239462,255125,266022
"17",101.95066,11.762,110605,103023,116867,90197,134577,108519,115728,106747,106635
"18",102.01351,1.375,444892,161570,605388,189008,175395,175257,336857,252154,417565
"19",102.01376,0.574,254500,369792,317433,344804,257812,339170,116301,110908,187498
"20",102.01376,0.702,345251,832917,412826,548283,519871,511030,444022,578284,408283
"21",102.01379,11.864,693114,1390177,560187,652246,623199,923267,658714,1209796,477066
"22",102.05553,0.534,25048,60751,80255,27822,44540,49185,2507892,2567770,2324171
"23",102.05559,0.808,68265,50356,38104,45631,34486,35668,618641,733711,479679
"24",102.12823,0.584,1895539,1545617,1799519,1836277,1517946,1488614,2401272,2621062,3037150
"25",102.12827,11.644,25218042,24702226,26920042,23726888,24007022,24269380,27931658,23435086,22187386
"26",102.12827,0.81,897825,906174,1060809,973533,1036222,941801,1386713,1612489,1481003
"27",102.12829,0.045,7215368,6762757,6818314,7289660,6698999,7742336,7845524,5848998,10497761
"28",102.12836,1.383,213346,167291,110938,246134,254078,271682,360237,242877,132971
"29",102.12836,6.011,472148,775593,1038049,363819,865977,856692,431379,517015,815009
"30",102.1285,9.724,1890997,1779378,1137246,1269083,356786,767599,736332,642775,2016295
"31",102.95529,11.666,247632,321988,354717,331623,291481,327612,196799,377278,357319
"32",103.05479,6.001,114099,95759,136174,123460,139240,129813,121252,124625,89649
"33",103.05481,1.38,7273,4618,9706,2828,3775,3390,6082532,6387040,5926276
"34",103.05495,2.251,101750,5339,9435,2055,6497,6029,12346,17317,13897
"35",103.08736,0.486,3119,3735,1957,4252,2240,1339,367773,341018,350501
"36",103.95614,11.658,1042764,1007353,996553,2074621,762672,807996,1537772,1288406,1126023
"37",103.95624,11.819,10712022,10272818,10650247,10188815,10500311,10352785,10290266,9444407,9520908
"38",104.10761,6.84,144381,258078,152297,329063,138581,199003,695164,554476,604645
"39",104.10766,11.643,3846501,3262869,3601974,3329064,3368681,3298427,3805614,3527315,3007324
"40",104.10766,0.505,230346,273087,505852,286943,121504,186612,614062720,663348416,638162496
"41",104.10767,7.65,172007,252566,157256,246001,152217,303571,815282,864157,764494
"42",104.1077,3.532,198270,332438,155274,169858,336473,200511,188082,172143,207899
"43",104.30958,5.963,0,0,0,0,0,0,67277,78927,78525
"44",104.9514,0.796,92711,75353,64067,105683,43000,121712,84700,99581,65471
"45",105.03374,7.03,381240,345530,283720,251687,290885,283255,874585,1296089,1207521
"46",105.03381,8.073,363948,306871,344380,185676,206184,259042,588881,698253,715751
"47",105.03389,8.009,373573,256240,219606,188404,174222,161495,614727,836359,736947
"48",105.03395,8.241,249370,281743,271047,249779,261906,276449,319916,279142,314856
"49",105.034,5.167,223943,174926,157889,34213,34006,32854,965494,781416,1242122
"50",105.03403,5.562,111041,112216,107070,108651,98827,121575,138311,128887,84335
"51",105.03403,3.964,79725,87143,78684,38228,45110,36600,372063,771368,1521216
"52",105.03404,6.767,526285,508635,518496,417487,517800,490961,574543,528944,521002
"53",105.03404,5.078,35129,70708,33388,31481,11108,32806,482890,471450,1121699
"54",105.03404,5.418,276531,265827,266150,260869,258516,281069,292370,260600,313885
"55",105.03405,8.354,248244,257008,214124,231154,253796,290843,290034,249962,231407
"56",105.03415,6.949,222534,211410,189048,210147,217847,191694,193214,170400,173661
"57",105.03423,6.615,190885,185004,206176,190298,189734,187356,204247,192195,203018
"58",105.06998,6,4333930,3580908,4603772,4396883,4607534,3760244,4601517,3826830,4268662
"59",105.07034,4.406,136101,84878,86043,105732,137352,110385,486363,410155,603548
"60",105.07034,6.174,380683,323910,346287,290002,264694,299211,400145,423892,340049
"61",105.07035,3.497,45829,34223,51962,36691,68741,53247,311425,390937,355648
"62",105.07038,1.383,45777,58290,44751,40246,74473,37291,274463,279803,268116
"63",105.07039,6.624,396444,256623,290409,176218,174585,236522,146056,183315,199422
"64",105.07053,1.712,75110,40121,75510,19740,36994,43122,680496,593097,679432
"65",105.07056,2.799,399649,159859,141345,65156,75092,57716,339689,293464,295634
"66",105.07056,7.473,1116152,70627,53660,55494,130346,43087,118712,50980,72735
"67",105.07058,7.534,888462,221600,104466,157879,187044,169005,167758,266284,69851
"68",105.0706,3.675,285477,52374,57346,41382,64702,68867,133304,103323,63339
"69",105.07066,9.03,389237,256531,246323,289091,304291,253502,336723,349038,305042
"70",105.11086,11.707,5721,2945,98256,5927,4665,10849,5880,21362,109190
"71",105.95435,11.674,869629,558032,815703,530208,478407,302641,475599,653413,539927
"72",105.95441,11.82,5505052,4666680,4306906,4723617,5554378,4628704,5203722,4258212,4142270
"73",105.96371,0.418,26389,18597,14597,19468,16348,22663,75280,81058,71403
"74",106.05039,0.525,49077,106721,103659,111562,125164,84290,6702294,6270834,5936587
"75",106.08697,0.484,1106599,1906487,635310,162644,130886,182408,101525,72960,116216
"76",106.50742,5.962,0,0,0,0,0,0,353500,480476,363289
"77",106.61903,5.962,0,0,0,3511,0,0,219046,249640,203189
"78",106.73013,5.957,0,0,0,0,0,0,57136,43496,35569
"79",106.94402,3.606,11712,10586,16834,8576,24868,32832,206121,212366,194032
"80",106.95084,0.471,190001,167623,211918,144648,182372,174103,3985497,3869609,3249899
"81",106.95101,11.642,264182,370440,362205,261416,319407,295175,394705,373719,299151
"82",106.9671,12.218,353465,133256,733619,391443,243375,899776,429939,357443,345858
"83",106.96714,0.801,232185,222123,222112,222247,217549,193861,149693,187483,160043
"84",107.04965,1.38,11903,10743,15745,17203,10143,7252,609760,634611,582474
"85",107.04977,1.839,9852,12050,10255,6357,6076,8550,111678,133064,120306
"86",107.05556,3.604,35085,22999,14511,22417,14803,11892,132291,137987,140931
"87",107.058,5.264,21900,20308,15088,24571,12324,17243,662525,778255,599015
"88",107.05805,5.962,76336,42624,14266,45911,24516,21849,764221,937110,775273
"89",107.06098,11.645,2404780,2413385,2746793,2331501,2352750,2337731,2758930,2319182,2588329
"90",107.07066,0.593,82706,72579,56394,51031,59482,54703,58648,77188,104080
"91",107.07101,9.376,168370,127258,314907,164533,132582,185497,71066,97997,88789
"92",107.08589,4.397,278710,66177,189645,144873,118710,63926,151151,329798,286066
"93",107.08608,3.521,61302,62874,148336,127859,96701,153110,581192,582593,578988
"94",107.08614,7.546,835783,111241,181337,44026,41055,48689,66232,60061,78371
"95",107.08614,2.584,161399,54658,51070,52928,32478,92829,202556,307965,222744
"96",107.08615,6.649,353456,170621,206524,30013,84954,51881,214815,173385,139219
"97",107.08617,7.473,787368,59344,52583,36117,42576,34689,68139,61692,56507
"98",107.08624,2.807,2835405,573286,549978,220186,129839,96884,229609,234349,221755
"99",107.08624,8.563,536884,171020,296509,63032,33887,36769,102140,71397,81881
"100",107.08627,8.711,333383,125813,168439,27280,23930,51029,84390,108978,38696
"101",107.0863,2.313,341369,130267,117864,47034,27070,74292,111383,124011,104269
"102",107.0863,2.412,142629,57486,74938,43824,49316,34528,94213,127453,58657
"103",107.08633,3.829,692705,385948,259996,186796,202274,275097,327938,317849,351151
"104",107.16685,3.605,0,0,0,0,0,0,29753,26639,24439
"105",107.16949,5.264,0,0,0,0,0,0,355189,447438,354767
"106",107.16957,5.962,0,0,0,0,0,0,428802,536977,448285
"107",107.28071,5.264,0,0,0,0,0,0,121018,142878,98847
"108",107.28079,5.96,0,0,0,0,0,0,138721,195648,107113
"109",107.49466,3.606,0,0,0,0,0,0,56303,58657,55413
"110",107.60589,3.606,0,0,0,0,0,0,20075,27387,23970
"111",107.95084,0.428,283186,390548,431841,287807,391274,334788,454960,301318,259593
"112",107.95105,12.212,1196670,772378,854555,537922,333726,376756,1015377,429213,1218391
"113",107.95107,0.546,534788,324114,337917,295614,233836,253610,136204,147981,34616
"114",107.95111,0.803,449141,573449,490667,449359,505879,337491,382683,373672,401623
"115",107.96726,11.638,1080566,893155,1100344,1003465,1124668,965884,972605,852936,772459
"116",107.96727,6.052,234572,565054,282951,290016,458662,322474,769769,233975,305112
"117",107.96732,4.936,126093,203040,267205,208100,182575,138913,239342,252952,263705
"118",107.96734,11.76,166724,171280,144795,136089,155508,176731,147535,147961,144245
"119",107.96738,4.79,235719,181912,136355,155028,282034,124952,315273,329358,291395
"120",107.96745,0.469,447629,444130,471009,381945,416192,402326,82993,127402,87629
"121",108.04494,0.786,58675,57723,52603,32282,32890,29134,190980,195206,252004
"122",108.04495,0.581,50274,48413,76871,47950,41594,68850,802526,668096,633666
"123",108.08139,2.197,40741,47169,33606,54047,41837,23208,158948,108884,144060
"124",108.08141,11.641,464519,412155,527577,314480,254668,412430,458749,332308,398423
"125",108.08148,0.584,118101,105117,99077,120850,81040,126659,23086,37079,40219
"126",108.08153,3.823,165491,85079,43918,17501,57203,40953,58953,74028,35670
"127",108.51818,11.652,295763,294867,192786,173601,89615,162336,3404,204907,125701
"128",108.83291,5.962,0,0,0,0,0,0,202776,202903,177701
"129",108.9443,5.96,0,972,0,0,0,1184,77571,100771,102643
"130",108.94881,0.47,1925,1712,1793,2492,4973,7383,281438,256059,251414
"131",109.02891,0.556,0,1659,1963,4459,0,0,3071382,3166391,2986212
"132",109.06536,4.39,45797,56482,112723,43873,51408,66559,321945,262242,211414
"133",109.06557,3.829,147597,159916,65305,184201,216471,168265,318224,173628,209959
"134",109.07665,11.646,2137831,1739076,1871144,1667807,1946673,1889570,2118452,1938840,1799562
"135",109.1015,5.978,129161,119222,118972,97067,47021,86172,187231,217912,386291
"136",109.10171,3.787,141878,99987,64958,163770,190356,64500,320319,363149,430631
"137",109.10177,5.415,643120,204500,93945,127140,111767,80830,547340,516433,541213
"138",109.10178,3.485,207231,99270,238354,78747,185082,189353,467377,492422,362495
"139",109.10179,4.674,112275,88238,68342,62312,58166,67207,381946,396598,655879
"140",109.1018,7.553,17056460,339557,229616,117175,46185,74775,190906,170252,137281
"141",109.10181,5.039,198990,40438,101934,63916,156107,64280,970114,1092572,1032101
"142",109.10181,7.128,1831356,208958,199269,123122,59361,55009,46711,68562,74994
"143",109.10183,8.122,2379512,225822,247131,46552,33351,56962,243538,155578,81166
"144",109.10184,7.473,1795646,143056,56988,84653,47905,38121,91543,94260,147840
"145",109.10184,8.987,856125,247564,260248,87800,56507,46384,220305,230101,206939
"146",109.10184,7.636,10819197,323152,205942,118312,48149,71428,240517,211373,190856
"147",109.10186,9.636,3105044,1671473,1572933,47044,54236,76367,578038,732967,702472
"148",109.10187,3.066,48722308,4638177,4981852,170437,152856,249159,621424,181640,236293
"149",109.10187,6.578,3160276,193924,98827,67230,119048,77420,67006,111395,92141
"150",109.10188,8.68,1570355,385617,673798,81583,58957,41916,204154,351283,326713
"151",109.10188,6.647,1117593,150509,66514,58346,67511,63160,132275,187952,108665
"152",109.10188,8.204,1839226,278349,287596,51392,87881,72077,146621,237703,73117
"153",109.10189,2.807,1487732,574513,634594,180408,169508,201867,211067,287629,260613
"154",109.10189,8.566,1193202,296716,539696,73446,66565,90143,125004,160771,101305
"155",109.10189,9.164,696216,177266,205318,34544,39552,41189,69024,39676,73291
"156",109.1019,7.741,228791,155936,238800,72911,130636,35622,89107,108016,112863
"157",109.10191,2.458,983105,184482,190743,71807,111687,140930,200279,169026,103999
"158",109.10191,4.367,465755,153925,190179,73825,122692,41242,431913,378713,404687
"159",109.10192,5.695,728906,100481,73812,82333,100557,82116,111911,69106,180525
"160",109.10194,5.575,1316470,106027,325260,234747,272665,383609,608263,509202,588703
"161",109.10197,3.682,693500,321421,316069,274424,222200,292950,100456,231130,129416
"162",109.51586,11.661,146238,324014,160241,309789,110269,143794,48949,54865,175587
"163",110.00913,0.598,1006382,716778,1938463,777412,1756769,1983773,1521918,869485,1146068
"164",110.00914,0.426,564303,617930,574708,565938,551341,594457,10180395,12828561,13274928
"165",110.00916,11.661,3832347,4091055,4037722,4196359,4052132,4511574,4061410,4013951,4707073
"166",110.00921,1.83,642276,497932,496464,908121,1050201,464980,1141936,1678058,1162498
"167",110.00941,0.074,764927,1390666,1401092,735632,1230812,714640,1169391,1292006,1218361
"168",110.00941,6.566,245743,172891,185588,78042,144133,116268,67632,103053,196504
"169",110.06051,0.81,64650,71190,45962,85668,48998,106082,683327,712437,689296
"170",110.06059,0.585,113966,126928,65409,122909,117499,87611,911072,885999,865788
"171",110.07173,11.646,17287710,17272102,16840948,15372708,16578020,16007225,18725810,16088786,16290423
"172",110.07174,0.466,27787,19138,42398,67295,5439,54032,2441201,2473742,3083691
"173",110.07183,5.903,85541,71766,70274,60480,122430,58813,54862,46271,165331
"174",110.09717,2.251,1202741,79100,84676,1401,3543,2664,3205,6147,5293
"175",110.52236,11.778,90618,55901,65343,133467,52051,126849,128796,58066,82352
"176",110.61259,4.178,0,0,0,0,0,0,37780,48862,28924
"177",110.72386,4.178,0,0,0,0,0,0,23180,24857,12017
"178",110.95396,11.883,109479,125330,99938,102352,83518,34046,66016,64206,21317
"179",111.02072,10.528,2146,1497,2239,1788,1571,2072,1645,0,71216
"180",111.02091,11.655,14791284,18162606,15391549,18488022,14292482,15429836,10440550,14658440,14742911
"181",111.04474,1.188,402383,52502,74551,46762,67786,35205,93235,48117,77843
"182",111.04475,0.569,733910,165366,144418,72320,46060,63336,284307,339314,400507
"183",111.04477,0.803,737139,140564,191997,71391,88238,128939,151716,90549,150126
"184",111.04481,2.057,232363,82580,80785,44704,34556,42837,34370,30161,72481
"185",111.08107,8.106,173720,40067,44808,42451,34494,86358,68718,76842,29626
"186",111.08113,0.432,159493,104972,79591,74828,105058,70755,352090,259118,215814
"187",111.08115,3.048,1218372,190396,230144,70642,119208,178286,106002,184570,154125
"188",111.08118,2.251,842014,210501,232300,51755,85163,111973,168128,245060,357114
"189",111.08121,2.717,246202,150228,97143,159580,95042,84149,83584,110156,106419
"190",111.11728,9.011,26966,33954,25385,24966,30951,23935,62617,69415,52599
"191",111.96877,0.592,176359,238854,222747,221211,283444,229464,151525,153282,187257
"192",111.9688,0.06,378465,239340,447821,259209,217972,148572,206316,294278,238598
"193",111.96901,11.846,370523,1373966,1034139,410318,1316759,1241502,833945,640720,996405
"194",111.96903,0.732,237826,62015,195563,157826,374006,268358,53242,130440,235167
"195",111.98493,0.593,111712,93850,102711,97478,90118,94209,126236,130030,151657
"196",112.00665,0.418,54244,97912,72611,71385,64810,76509,1489834,1782336,1939050
"197",112.01857,11.757,284702,279738,176546,300524,467498,399274,159283,117998,221068
"198",112.01862,11.655,6399804,7209518,7134156,8304830,6191045,6879814,4859014,6232858,6795791
"199",112.07609,0.579,56283,57793,72200,43098,60840,33380,147755,142722,179119
"200",112.59354,9.092,37875,44102,43423,37503,36904,43334,54179,43047,43652
"201",112.89616,0.474,0,2884,1481,1613,0,0,166509,249005,276857
"202",112.95652,12.09,490104,474866,465275,568011,456484,1268780,931884,1104710,912931
"203",112.95654,0.787,645481,653697,690262,549342,635155,621970,763140,681363,753737
"204",112.95655,0.546,368014,782247,374548,516797,388014,474105,199447,329017,355207
"205",112.95659,0.147,244754,1382090,439132,240539,281069,809604,237653,529565,203740
"206",112.9789,11.657,1750943,1614841,1054819,945581,1609825,1516041,2369447,2194374,2697316
"207",112.97894,5.927,40836,43388,40568,36780,65780,28817,89788,79573,42667
"208",113.03503,0.587,1766,0,3784,9436,3901,2314,173290,133189,152323
"209",113.0351,0.83,5234,1477,0,1450,1825,1341,420731,490990,448665
"210",113.06024,0.407,56760,82825,65035,77258,98093,68834,135679,123237,108972
"211",113.07127,11.646,1883420,1499402,1653813,1598697,1598854,1466088,1749585,1661387,1588215
"212",113.09681,2.387,395637,115146,30358,81318,16320,39789,62430,140482,73629
"213",113.10789,0.802,21655,6632,29544,35041,24599,31158,16515,43289,7472
"214",113.13309,11.269,97027,109910,117387,82131,98875,99256,92920,86811,93082
"215",113.31448,5.962,0,0,0,0,0,0,90935,137771,93183
"216",113.31461,5.57,0,0,0,0,0,0,43194,45126,39544
"217",113.33475,3.763,381300,122073,126923,0,0,0,3258,1919,4405
"218",113.45998,3.763,181081,59435,56847,0,0,0,0,1890,0
"219",113.96409,0.592,3050099,4110645,4953596,5325312,3753694,4117877,2846624,3382384,3159528
"220",113.96412,0.053,8734791,7508428,8151780,7084766,3526505,7554330,6307868,6930777,8554726
"221",113.96432,0.751,4380346,3755826,5900926,7445475,5791552,5095934,2497360,11823176,3579909
"222",113.96433,0.402,2389559,2060351,2645885,2150077,3826306,2693297,2616512,2597724,2262779
"223",113.96436,2.135,1951807,876039,2819691,1735355,1251664,1052733,876014,985446,1809232
"224",113.96436,11.83,16708789,21089078,14688557,23520780,16213911,24672880,19775462,12768172,7959888
"225",114.01725,11.657,308661,497689,344267,455106,372297,240858,169859,190815,118694
"226",114.06664,11.692,153296,166740,265414,289002,79409,220176,179133,279415,442333
"227",114.06684,0.534,212476,44649,585979,63735,186977,53500,121977,0,26056
"228",114.09177,0.808,109312,86214,153282,88185,41202,127445,305005,389876,444994
"229",114.09177,0.587,196471,125412,143227,218986,191715,148510,674055,630709,545746
"230",114.09184,2.05,293099,406575,214480,316070,350456,215908,726578,778282,882085
"231",114.09186,0.534,73069,72718,99264,123494,181583,141413,264937,296025,270137
"232",114.09187,2.133,2130075,1610766,1503042,2025693,1972769,1837121,7318306,7198062,7073962
"233",114.09204,1.712,465749,83711,203504,228556,168090,113548,326335,278200,136566
"234",114.12841,7.443,75557,0,0,1296,2593,0,1649,0,1093
"235",114.12843,6.572,246434,0,0,903,1578,0,1399,0,0
"236",114.12847,6.659,75017,0,0,903,1191,0,0,0,0
"237",114.89358,0.464,0,0,0,0,0,0,21438,35573,108809
"238",114.9567,11.678,133593,57267,162122,79125,83757,168034,149091,196606,134054
"239",115.03941,0.554,6045,11153,10451,15385,2681,25249,1385255,1405801,1257766
"240",115.03949,1.136,10695,18007,7198,4333,4996,6304,221281,180173,105126
"241",115.05454,1.823,22092,32748,25560,19058,28398,11790,297094,286609,302043
"242",115.05464,4.41,18797,16887,14139,11846,19366,12176,183752,193074,245481
"243",115.05468,8.367,233247,163167,145501,118772,160022,181185,195300,180336,218339
"244",115.07589,7.549,1157484,1073600,1022837,958838,964028,945114,975164,942176,1086110
"245",115.08716,4.851,22904,28424,27461,31533,26210,29698,43038,77316,32598
"246",115.96449,0.421,426773,403369,358373,466967,233883,392897,189881,355021,448453
"247",115.96465,11.659,2665681,2860972,3095778,2803563,3252535,2648278,2283542,2990355,3588839
"248",116.05321,8.997,370850,334285,294043,319586,264134,275574,333472,337529,299947
"249",116.05331,10.292,164578,194003,220116,148502,146501,142100,139597,276755,239750
"250",116.05337,9.437,156069,210705,237480,209024,184818,260226,241065,197009,270430
"251",116.05341,6.951,331894,359968,319916,300611,354538,372746,388324,348428,309385
"252",116.05347,7.653,295258,343865,321411,279517,349093,297302,298063,348022,344832
"253",116.07108,0.563,1258436,516165,862534,1091115,923720,992450,171660768,168062848,157522032
"254",116.07108,1.241,371235,591475,247306,328646,546630,211205,3548424,3605032,5334376
"255",116.0711,1.837,286174,511069,118778,217110,272851,341327,704059,561027,492214
"256",116.07111,0.81,757063,579472,428559,537866,185713,554336,2713998,2824450,2546196
"257",116.07116,4.408,111253,146557,95285,174880,158111,146505,488513,445409,362080
"258",116.07129,0.931,925085,381960,463191,403263,501005,302071,1857763,1997182,459267
"259",116.10738,11.645,1290233,1089807,1361036,1318856,1113725,1358951,1420050,1372580,1344919
"260",116.68724,3.493,39628,0,0,0,0,0,0,0,0
"261",116.97237,0.232,312711,263749,493296,503758,308924,368092,458290,165754,295663
"262",116.97243,1.239,165099,168330,322223,238054,248179,193920,107889,236819,157490
"263",116.97265,3.481,125688,103835,140674,167246,139640,115660,104284,133144,147339
"264",116.97273,3.578,226621,91994,108584,87059,68316,97533,95133,73790,78216
"265",117.05518,0.805,92952,82624,94180,73732,81018,75557,144485,176504,148399
"266",117.05753,1.821,13965,12354,2490,5320,10365,2711,325073,314311,281505
"267",117.07037,8.231,973567,860818,883059,812671,847538,833008,984481,899820,986999
"268",117.07038,8.133,978445,655636,848838,447485,703347,423245,867799,904633,846058
"269",117.07042,7.543,1700153,1454149,1447290,1498008,1366946,1360941,1470374,1500903,1524646
"270",117.07043,5.424,378177,303851,347664,335535,626844,651633,384867,664801,381638
"271",117.07044,8.348,1607920,1623645,945700,1500450,1574955,901936,1679595,954575,1742560
"272",117.07045,7.233,935794,880970,852101,830420,844381,835588,975832,996780,960996
"273",117.07046,7.156,749239,688990,672739,649624,636320,632233,687427,614821,656944
"274",117.07055,6.944,769727,658193,643237,610093,624967,652135,685396,742450,749867
"275",117.07056,6.624,832015,733988,759390,684290,746215,752016,682749,744900,955263
"276",117.07058,8.699,476406,462360,434985,420829,232317,419348,399238,387723,372706
"277",117.07059,6.746,1562094,1488652,1451837,1412421,1437028,1387821,1645197,1507924,1479640
"278",117.07059,2.805,482437,108192,106840,23276,61573,31711,15647,34089,28353
"279",117.0706,4.625,180240,210224,171837,178135,218933,172990,270601,169833,176392
"280",117.07066,7.662,708726,504026,519169,389712,490608,574942,558457,505551,573474
"281",117.07067,3.994,329679,323302,332644,413953,306483,296335,398165,393686,430731
"282",117.0707,5.791,430070,344614,345313,389076,326923,346128,377760,418612,426324
"283",117.07074,2.412,172519,34575,71289,48869,40810,35650,33225,24836,59518
"284",117.07076,3.817,116110,66214,43581,40800,18648,25734,79247,106077,181259
"285",117.09149,5.168,61364,46147,43122,5785,3478,9169,269636,213061,363895
"286",117.31325,4.178,0,0,0,0,0,0,23642,24778,17301
"287",117.81703,5.264,0,0,0,0,0,0,252346,283566,230583
"288",117.96,0.414,161687,164011,161128,85936,186004,130762,149606,182324,177523
"289",117.96029,11.661,926405,1010655,1227389,1305300,1102462,867351,815865,1475623,1287658
"290",118.08666,1.837,29788684,21691702,20873896,10622079,21371408,18076076,61090676,45810128,46901108
"291",118.0867,6.002,44894616,53560672,43686668,58417400,49752344,52782768,41665548,43340000,43571664
"292",118.0867,0.559,42621844,41554940,43636380,43151728,44628324,35557516,138385376,154288480,122444048
"293",118.08673,4.93,15382690,17702860,20693500,16806198,17634246,13113081,45199868,32905766,32838222
"294",118.08673,5.565,40732952,47794856,14603541,52756960,28755566,9352121,34577240,49627604,33168076
"295",118.08675,3.499,26759456,43518536,35594744,18254664,14979318,18376304,33890128,47736308,33504924
"296",118.08676,7.029,26074364,17813772,19785402,16899646,26906988,16547376,40535512,34281088,39176728
"297",118.08678,0.413,29096476,25555392,19372474,22860504,37543156,26897972,28258864,34805908,31175990
"298",118.0868,5.039,40381544,25197962,8328900,7715159,20361140,16096003,28285856,31713830,14300853
"299",118.08681,11.653,105632128,50937164,101255840,74619912,53807284,75044384,112933440,72183392,152103952
"300",118.08685,4.564,32396816,21976432,22799156,12150814,12486609,26309808,21791298,17919742,19556046
"301",118.08686,2.793,34471724,35262412,36162348,12217283,29945486,15696693,9133462,16046368,20892384
"302",118.08692,9.718,18339352,36783360,20457630,6290559,15601058,10923810,11040927,22425944,14323076
"303",118.12305,11.645,38713816,36830928,38979628,37162344,36936364,35760896,41580588,35129500,34978936
"304",118.12313,0.546,1456255,1610498,1601558,1467050,1462612,1449520,2325349,2560881,2462769
"305",118.96799,0.342,215406,166055,269939,221556,186437,194965,186464,91053,116454
"306",118.96801,11.663,1720561,2026638,2090884,2172631,1730148,1607710,1398965,2067851,2365959
"307",118.96811,0.598,205256,311722,282404,482369,271251,400920,173981,31991,150383
"308",119.08601,7.546,3198576,2180281,1397635,757488,875929,1262185,820861,684906,933734
"309",119.08617,6.652,3849828,2654712,2791764,1594714,1464639,1591749,1829264,1798083,1175992
"310",119.09016,8.338,2423904,2825012,2616546,2809795,2404713,2335375,2977867,2788722,2145919
"311",119.09017,6.748,1947954,2129010,1467778,2446529,2412974,2205179,1388712,2463190,2136982
"312",119.09018,2.129,617471,2436726,1467445,506578,1991509,1634438,517489,1675886,1322720
"313",119.09023,7.638,2954589,1561000,1127341,417548,1201118,1064130,1544359,816764,883644
"314",119.09025,3.072,9587505,1881188,606933,1012336,974058,878046,1330601,1879594,976479
"315",119.09028,8.228,2683770,2184144,1936545,1685102,2093228,1617165,2277703,1812250,1960900
"316",119.95751,11.672,42392,28288,0,0,14104,43764,7734,29013,57766
"317",120.02411,11.939,454949,524919,751219,473691,454911,1503299,454256,622627,605121
"318",120.02414,0.574,355300,474458,517568,477449,458144,486775,83835,75170,188972
"319",120.02419,0.43,489425,513293,541047,508270,510977,569062,428906,370821,396156
"320",120.02427,0.706,1298060,1314540,206149,877492,821784,1451321,651566,925095,474870
"321",120.02612,11.654,787382,774308,611250,853615,466113,602881,619014,720705,575756
"322",120.04482,9.567,239211,294307,294880,270276,275258,299088,294175,298379,330388
"323",120.06596,0.534,207598,200047,202323,263510,294983,212967,20501708,21043156,19574576
"324",120.08118,2.13,63184,178755,94876,106628,89207,104601,861800,892161,1034065
"325",120.08121,1.38,175477,143034,88482,58224,110920,92978,60616276,64167252,59196360
"326",120.08131,3.072,53843,132881,132181,64882,67234,113810,339360,400614,420338
"327",120.09054,5.896,53042,60223,82013,73391,77978,60219,56772,132934,178837
"328",120.10247,0.489,115082,164187,43257,63734,57316,45443,95638,119684,184260
"329",120.10251,11.646,423801,225414,275566,107648,219775,313576,175163,219032,230513
"330",120.9653,11.681,194709,151341,200257,91461,165016,50613,136485,164458,213998
"331",121.029,11.269,226703,190478,220935,175101,201620,174080,215277,207511,178472
"332",121.03996,12.55,6284501,2183901,4547786,6023977,4924387,6772599,3111475,2947174,2745964
"333",121.04002,1.244,2741626,2512817,3345856,3344641,1897567,1059591,3523132,4739246,1783965
"334",121.04004,11.652,15777068,14659913,15362064,14036747,14781418,14351856,15384767,14921361,15502275
"335",121.04013,2.809,1947316,810305,936626,625362,542918,1207615,749350,853500,1415610
"336",121.04016,8.379,843472,1037027,630147,859274,979485,831466,775757,563616,859604
"337",121.04018,8.112,1691283,680510,876219,1541026,531906,344886,838976,684059,1329984
"338",121.04019,0.811,2058499,2137240,2387259,2219258,2413082,2458958,2197967,1878742,2357310
"339",121.04021,8.197,1006802,546254,1433400,1436703,1697482,1151395,793694,870458,1329984
