id_number,mz,rtime,Orbi_P_E2_EXBLANKA.mzML,Orbi_P_E2_EXBLANKB.mzML,Orbi_P_E2_EXBLANKC.mzML,Orbi_P_E2_WS03A.mzML,Orbi_P_E2_WS03B.mzML,Orbi_P_E2_WS03C.mzML,Orbi_P_E2_Wasteblank4.mzML,Orbi_P_E2_Wasteblank5.mzML,Orbi_P_E2_Wasteblank6.mzML
107,141.0537463,0.42902568,172.57126,83.444565,175.82661,1529.8817,1765.7571,1875.2959,152.70395,229.23317,307.23514
234,266.9276459,0.42925322,57.06646,40.08674,28.873066,1778.0198,2289.823,2304.0967,150.84363,60.50164,36.378616
193,242.0004585,0.42936942,40.96984,156.0605,80.20308,31426.334,45636.75,49128.844,190.38234,95.31198,33.71557
120,242.9615039,0.43038097,0,0,0,157.07758,536.5842,743.55554,0,0,0
208,196.0072345,0.43150482,0,24.728254,0,201.97794,961.9901,330.47263,33.395912,0,0
199,284.9385409,0.4369203,59.845184,233.51083,173.71143,4573.3223,5842.5093,5607.004,319.17645,144.6711,142.76582
658,192.911037,0.4428637,27.453178,0,37.523033,9454.398,9755.414,10422.975,33.961235,35.89572,0
622,284.9107891,0.4462101,1103.5204,1231.8685,1671.0056,48.810646,0,42.099167,1463.4457,1632.5673,1351.6637
273,247.8961932,0.44919416,2910.9468,2544.6072,2815.6084,216.06752,263.62582,209.78519,2120.7083,2343.458,2383.9922
395,251.9145243,0.4495291,528.2514,582.6786,382.79364,92.90885,123.72596,238.77551,1311.4524,506.07156,425.8012
468,300.9076352,0.449765,3498.9507,2631.6458,3241.923,269.60474,918.94025,697.7581,2048.5476,3085.963,3014.1326
276,268.9620582,0.44978973,1269.1515,896.41345,641.25305,7799.654,10229.612,11056.111,991.09705,1259.4729,381.1018
511,600.8339752,0.4498976,33.937645,0,78.44682,6126.6543,5379.077,3260.9893,22.756504,296.07767,0
540,289.9078882,0.44998354,675.0084,852.50275,945.66675,53.87182,109.0642,78.90291,869.8109,932.3092,512.3304
717,494.8112468,0.45142445,29.434803,0,0,20651.725,26062.617,27514.535,0,0,29.57887
645,232.9195069,0.45178926,3516.1643,3090.0264,4067.876,475.22937,928.90564,585.2076,2761.7295,3420.5793,3093.8792
435,142.9910797,0.45194212,1888.1145,931.0189,1832.5491,424.52417,804.5277,765.102,1545.8923,1545.012,986.92444
388,311.9301078,0.4524757,1402.6711,2608.2068,2935.9944,69.61452,0,28.860527,2319.8474,2616.637,2474.757
295,180.0871232,0.45477757,74.998634,243.80447,498.91895,18111.771,18244.273,19142.053,260.82568,70.91548,319.6991
307,362.8848572,0.45603192,2559.4207,1793.4098,2514.9456,49.69249,66.2175,68.828125,1191.4119,1408.7007,1368.9591
709,276.872366,0.45642006,0,24.622429,0,20818.842,22296.398,25681.098,0,0,0
586,562.7985566,0.4564467,0,0,42.285007,15333.855,17722.83,18225.303,0,0,0
581,462.8625382,0.45723867,35.05419,0,22.721062,105633.58,100305.914,72528.98,0,0,0
745,368.8920626,0.45762497,1634.3715,1117.2098,287.97424,113.71333,43.136414,50.92576,733.60986,1600.4667,1263.3082
238,161.0174538,0.45784485,87.2602,90.50097,143.7444,270.70123,840.92944,873.9084,191.32053,108.41112,143.42451
643,404.9172398,0.45805922,1666.4982,1366.1125,2044.3309,0,301.8717,105.19685,1232.4115,1994.7118,1514.8057
612,436.8802847,0.45906124,2333.9612,1625.2772,2257.2783,0,65.68045,45.3565,1387.2234,2256.7449,1626.8325
280,147.1136737,0.46065807,239.60135,329.08694,313.88538,5404.89,6357.0957,6448.5664,201.34633,116.927155,435.25165
492,349.891125,0.46159533,561.4346,1196.5118,1344.8547,167.96704,296.24124,99.87503,1228.9218,1120.5505,1453.7216
373,322.8880581,0.46178,2643.1917,2372.6255,3040.9763,517.785,487.75287,118.62636,1775.6849,3014.1826,2107.6533
343,200.9526697,0.46179995,2985.401,2368.647,2726.0063,273.87427,146.30289,163.8706,775.40204,3013.0347,2375.751
302,340.9327108,0.46180874,6402.9614,5870.11,6671.225,4994.193,5751.4194,3608.051,4938.613,6081.446,5518.167
328,333.8952829,0.46246037,21097.047,18035.889,19939.545,5697.7954,4567.27,2359.1018,14289.97,18795.074,16292.865
305,288.9221208,0.4624673,77731.88,69362.09,78612.42,35324.67,34440.527,28134.174,59716.68,70740.77,65657.05
700,108.9502285,0.46265948,34.643005,29.592762,36.81038,4614.708,4170.765,4083.366,40.318462,82.79057,59.04771
285,169.0946364,0.46295324,33.566498,61.56362,36.033123,1657.0724,1791.9248,2010.316,0,34.72277,75.26652
521,886.7644975,0.46340913,46.018616,0,0,7578.4434,6767.4526,2796.8828,0,0,0
535,615.8288798,0.46376663,2502.396,1470.9147,2698.0723,352.6787,41.172424,66.77452,1214.9962,2021.3364,1496.0748
412,472.9028415,0.4637858,6180.306,4518.897,6182.922,269.7421,130.04144,76.945465,3687.6418,5741.799,4358.8594
422,696.8481408,0.4637717,5290.859,3217.6665,4897.2417,524.9031,443.69315,81.27232,2600.7393,4284.6396,2939.161
347,265.9076082,0.46383652,9658.112,8693.216,10292.461,1837.012,1670.6565,1556.8586,8399.781,9336.1875,8405.868
467,902.7314394,0.46384493,0,39.310905,0,6379.4766,6313.865,3854.3901,0,0,0
570,176.9363476,0.46429187,0,0,33.289307,6301.931,5281.3154,3388.829,0,0,79.75992
554,354.8960414,0.46430662,1809.6031,1395.3453,2081.2363,65.66096,87.722916,0,710.8074,1747.3033,1760.689
480,254.8997313,0.46432957,2389.0874,1935.9706,2194.0789,159.06958,88.0605,0,1606.5771,2221.1284,1883.3287
590,682.8004574,0.4642905,0,0,0,22649.037,21188.748,14088.64,28.115921,0,0
636,362.8909823,0.4644227,964.1843,1764.805,616.75586,0,55.710686,0,1191.4119,636.7633,393.21155
477,479.8535725,0.464434,7491.4873,5561.593,7103.2485,1055.2001,491.3997,137.03188,4691.44,6891.6694,5282.106
376,469.8703781,0.46443847,2011.53,1283.0803,1936.729,0,63.850883,0,1313.114,1601.718,1392.6761
299,164.9304347,0.46448326,18982.766,18442.672,18640.584,6118.779,5525.68,2662.3787,15430.192,18075.016,16773.717
400,376.8786463,0.46446595,1218.4766,1002.8451,673.6766,179.7057,162.08981,155.99625,824.8717,587.8755,376.68057
342,356.909486,0.4644687,33678.582,27549.51,33281.434,15667.902,15098.617,12093.765,23915.031,30201.494,26388.201
345,308.8904334,0.46448672,2354.1624,2974.6697,3254.123,1287.3405,765.02423,1255.6532,1146.3071,1154.8113,2821.8062
433,293.902872,0.46452257,4754.037,4839.386,4912.874,574.8769,921.5537,562.9222,3809.8623,4639.1333,4040.4656
403,304.9419808,0.46455505,1625.5563,1216.4467,1891.7499,0,69.26558,98.05996,1060.2649,1369.9043,1325.8268
585,546.8261822,0.46492267,65.15177,0,0,37015.918,40999.11,31547.639,0,0,0
598,834.7448316,0.46490902,0,0,0,10751.189,9979.741,6730.9043,0,0,31.878155
413,474.9412754,0.46506992,4478.221,3046.9136,4145.205,175.88045,260.0144,0,2443.778,3709.2876,3108.513
411,451.860058,0.46510088,5342.3857,3630.7168,5224.812,338.67758,475.61334,128.71457,3082.92,4191.115,3523.5198
534,544.8958885,0.4651085,2344.788,1477.683,1941.0237,512.3401,556.6453,260.65356,1319.2087,1941.1255,1541.5283
357,492.884708,0.46511915,17379.688,12149.278,16828.969,5059.6733,4923.842,3248.5144,10207.21,14608.243,12466.3955
414,482.9295361,0.46512958,5410.484,1622.0425,4823.4717,65.582695,178.90413,122.48789,1474.4321,3414.7295,1987.6947
374,476.9083429,0.46513095,3553.5352,2479.1035,3924.4219,1568.4061,1430.6267,533.5442,1958.8744,2959.8364,2574.1436
354,361.8906107,0.46514553,22863.377,19400.479,21989.234,5217.173,5299.23,2459.641,16783.332,20938,19037.299
427,429.8780096,0.46514136,3996.7786,3418.2476,3960.8962,627.4699,131.23318,143.3227,3010.999,3879.0488,3252.8604
377,537.8583527,0.46530065,2098.6245,1373.8242,2407.3606,0,106.128235,0,1423.1567,1871.0734,1604.0878
404,226.9303925,0.46575943,8961.5,5228.5806,8285.93,1486.7069,985.0824,172.50333,4078.7773,6965.94,5347.396
384,510.8580636,0.46576527,2368.5447,1462.7173,1902.9276,954.6221,978.1638,419.75436,1327.151,1608.6703,1298.5483
360,488.8743989,0.4657699,4927.69,3746.4285,5286.494,432.6344,1347.6497,694.3767,3256.1191,4144.529,3662.6807
406,352.8990257,0.46578673,6823.1406,5668.711,6373.53,1281.209,1003.23474,1000.864,4523.3384,6033.0464,5798.618
383,140.0685527,0.46581453,42326.434,31762.984,42116.117,16538.852,16740.309,13113.954,27838.195,36886.406,31211.963
419,628.8611862,0.46577194,7555.4985,4493.3535,7109.111,1289.5913,821.3858,707.76184,3709.6853,6515.8726,4840.471
503,560.8728919,0.46578673,10730.642,7385.6875,10243.887,2231.5273,2514.3645,1784.8948,5657.128,8747.492,7280.949
1058,383.8721708,0.46580622,4972.661,4149.6675,6150.342,621.66785,567.0952,227.26053,3232.9277,5636.4097,4596.9785
416,519.8478844,0.46579283,4543.8384,2957.8025,4171.417,194.73912,138.56036,0,2598.5315,3506.4478,3099.6792
506,444.8658645,0.46580204,1291.8701,664.18335,1143.4987,109.34889,213.88022,234.89267,542.50305,783.74756,705.2549
425,770.8531801,0.4657738,45204.168,17111.225,36867.645,1802.3037,575.49133,211.26741,12546.909,30233.7,20044.43
496,374.9248872,0.4658241,500.13202,147.989,947.04926,0,0,0,520.40894,596.49884,342.7737
375,379.9182293,0.46583965,4648.5044,3460.986,4572.7397,0,0,0,2812.37,4190.6655,3384.7544
352,686.8931551,0.46582127,2049.2485,485.23947,1710.5621,0,0,0,122.844986,1171.8655,594.3633
600,954.7472176,0.46582747,0,0,0,5496.082,4335.929,2167.6106,59.865868,0,0
379,872.8354274,0.4658428,5226.213,1400.8854,3653.017,0,0,0,1392.2343,2920.6265,1810.3562
660,410.8520547,0.46607012,31.915009,0,69.1275,61335.742,67827.766,64009.633,0,76.73392,38.73562
387,294.9395399,0.46643052,132741.08,82357.74,126410.4,34577.125,26395.99,15420.09,65673.46,104771.586,80897.21
402,158.9640225,0.46644485,290875.78,200599.55,279754.5,135356.56,116534.516,131659.31,162999.69,248564.27,189249.22
415,420.8863821,0.46642378,7769.2075,5676.4014,6942.8154,659.37646,625.27826,331.2819,4732.516,6419.004,5853.8994
390,498.9022966,0.46643052,169429.39,82864.16,155012.5,26167.28,19102.193,8697.181,65067.32,122797.37,87131.63
444,364.9314236,0.46644485,7140.7983,3736.5999,6301.213,1154.2097,722.0823,339.6917,3225.6748,5750.3423,4186.959
391,440.8704681,0.46644485,9744.452,8185.238,10072.705,14243.332,14904.675,11551.687,6294.5557,8541.476,7985.427
474,547.8400858,0.46644625,2824.9634,1838.3324,2359.7136,443.89465,256.48175,472.51562,1423.3135,2449.88,1895.4363
543,612.8846363,0.46644047,1678.7734,966.5379,1314.1317,283.5576,252.58864,137.41573,500.69965,1064.5513,1006.0723
429,497.8652122,0.4664712,5169.704,4089.3975,5202.62,188.72104,409.83038,333.49042,3572.4473,4633.5107,4240.7104
618,306.9374307,0.46658373,2282.703,1885.543,2404.052,200.59981,99.44101,0,1798.9758,2127.675,2212.8557
553,828.8109816,0.46654543,714.56055,704.30426,1215.6176,132.3135,78.874374,0,659.73865,1406.3181,463.00772
448,838.8408681,0.4665496,34401.348,11434.433,28016.57,912.3224,244.1188,0,8879.209,21240.764,13069.593
580,680.8712083,0.4665712,534.70984,529.276,711.00793,73.702866,67.54008,0,455.8228,856.4634,696.9361
424,736.8608255,0.4668275,10182.235,3219.8208,8480.346,0,0,0,2328.1072,5695.497,3744.3274
436,226.9520161,0.4670872,1206835.4,785944.6,1167853.2,361825.56,295702.16,182655.27,610167.9,1023498.56,799358.44
437,362.9269603,0.4670872,330429.06,181853.66,304578.66,68179.55,53530.496,28423.693,144628.75,256673.89,186151.62
438,430.9147238,0.4670872,309940.7,162441.34,277229.06,55513.242,39116.637,20187.662,125804.61,229966.28,166640.64
683,168.9669363,0.46712583,3435.9482,2801.4807,3250.5017,410.41766,247.30685,285.1402,2084.6787,3236.708,2472.0034
440,566.8907888,0.4670872,122268.28,55710.438,107032.07,15979.671,10188.589,2726.8162,41333.496,85287.805,58304.477
386,275.8916075,0.46711916,49698.664,46931.94,48631.797,21430.703,13066.885,12509.824,39839.996,46870.344,44657.812
607,343.8795611,0.46712077,3772.5796,2849.3345,3171.059,703.41797,430.99265,510.6798,2479.694,3289.6382,2888.2124
385,624.8500907,0.46709278,2700.5496,2080.4238,2879.6367,1566.3866,295.482,233.46759,1653.6901,2375.2795,2020.6722
442,372.8828467,0.46711963,11204.559,8913.717,10777.828,17893.76,17286.607,16262.646,8110.4014,9909.369,9215.282
466,456.8413425,0.4671136,3296.8684,2218.3574,2778.5977,10041.766,10755.675,9652.08,1854.5143,2576.1946,2345.9307
547,655.8254558,0.46710172,1805.7124,942.16534,1426.1693,97.88135,213.31491,104.947075,487.4787,1284.1738,791.6841
394,442.8699555,0.4671402,3947.6594,2357.2961,3781.131,895.19904,1250.9362,1577.432,2302.1196,3481.1624,2563.509
306,132.987576,0.46718562,1134.4832,977.48956,255.2175,141.55124,179.2924,41.19953,729.7234,351.37466,1244.1971
574,312.9117396,0.4671946,52.86402,74.82315,112.59932,6400.9536,6049.1787,4082.8245,0,62.590088,52.711998
447,278.9657334,0.46727744,3005.0325,997.9857,2403.1946,387.3509,293.93076,0,969.36847,1667.2567,1156.5256
704,918.7095195,0.46724522,0,0,0,4389.1836,4442.4463,3845.4185,35.75412,0,0
483,414.9410865,0.46731782,8534.442,2500.1045,8143.5537,638.7649,432.01855,0,2903.442,5384.6353,3238.58
523,938.7761796,0.46734518,0,0,0,4002.535,2842.3074,858.2684,46.78748,0,0
463,194.0328829,0.46760657,0,0,0,5696.9316,6559.0303,7790.6846,0,0,0
445,556.8626283,0.4677275,3442.6458,2523.7725,3520.638,971.6136,1045.7477,279.80728,2177.6558,3363.4045,2797.1853
505,306.8949582,0.46775872,8932.844,7517.8135,8392.857,3332.2283,6308.102,5638.4995,6503.736,8763.095,8155.6587
459,411.867563,0.46775457,11091.032,8806.406,10671.927,1030.6343,894.0528,490.51505,7257.232,10100.733,8526.178
454,634.878794,0.46776336,84924.61,34849.836,72754.07,7752.2876,4185.8174,1501.2694,26333.15,56766.77,37317.938
469,304.8953138,0.46780506,25403.564,22736.727,25669.477,39163.055,41503.934,38892.55,19913.578,23536.795,21479.271
470,508.8581465,0.46779668,6169.207,3946.3638,5712.2275,9956.011,8438.018,5652.115,3810.4165,5215.829,3921.8071
456,576.8461923,0.46780384,3467.2063,2652.4963,3488.336,5362.1895,4366.748,3180.3545,2029.0006,3002.1072,2311.763
476,225.9152069,0.4678423,98644.18,94249.086,94791.914,41255.605,40806.918,35246.797,82015.695,89373.555,86641.32
457,644.8340461,0.4678092,2118.2979,1338.8855,2182.531,2665.3638,2522.0012,1461.1102,1399.7478,2200.1194,1716.6366
381,744.852144,0.46782267,3168.2031,1694.8782,2522.4287,0,0,0,994.5716,2335.781,1586.3561
674,512.78519,0.46786374,0,0,0,1164.171,1346.3363,2477.1833,0,0,34.1614
500,812.8394917,0.4678518,1812.6965,1180.882,1716.0798,0,0,0,360.16287,1622.6189,1246.1328
417,587.8377379,0.46804208,2290.7405,1596.9912,2408.279,110.10933,276.3897,0,1619.6587,2115.9392,1660.9626
420,633.8404273,0.46804336,2425.725,1801.5029,2160.8535,290.49542,125.83484,0,1235.6045,1924.263,1647.6658
619,565.85243,0.4680689,3178.2385,2082.2332,2852.591,115.29965,199.05179,0,1608.5669,2515.149,2112.03
491,550.9168902,0.4680707,4062.8464,741.6366,3619.5825,174.555,0,0,841.0451,2613.8213,1157.0579
657,388.8537594,0.46841872,4393.866,3144.5771,4049.734,9783.83,11010.284,10806.503,2617.3696,3765.6638,2951.435
616,336.9277911,0.46843678,4960.2563,3505.075,4936.633,283.3418,324.37512,81.23725,3273.233,4152.8477,3704.9463
504,374.8824556,0.46843815,4323.247,3183.4343,3423.1843,1254.4336,2891.428,1284.6493,2475.6475,3732.8384,2882.1826
567,578.8464551,0.46842256,1342.9849,489.83017,976.50726,400.1602,429.98572,336.886,746.0386,1017.4062,886.68384
731,321.898571,0.4684673,4363.222,4410.1777,4281.22,320.0159,161.90445,313.00415,3477.7458,4120.0806,3789.6401
644,220.9350894,0.46848515,68588.01,68976.76,71458.38,27003.838,15045.293,23223.846,56838.02,63447.973,60037.832
451,760.82317,0.4687366,1847.4229,1097.011,1765.0144,229.61557,185.95737,0,860.5687,1587.1194,1041.8411
308,376.9429953,0.46881676,993.9215,384.0183,690.2665,0,0,0,268.50278,533.7447,312.7005
528,226.9823211,0.46885005,643.9522,366.39465,1727.5543,0,0,0,1278.2014,1496.1536,1425.1547
311,738.8427688,0.4688519,990.3276,178.03333,424.721,0,0,0,75.07588,134.1695,191.45819
364,196.9616722,0.46908352,8493.468,7896.7563,8152.251,1585.5256,1083.56,1050.4703,6853.9536,7500.404,7165.664
336,236.9075886,0.46912867,10488.883,11512.598,10332.5,9313.48,3400.689,11200.802,9142.784,10265.456,10023.343
446,702.8661104,0.4690844,65944.75,26496.72,56958,4697.468,2140.0793,837.4655,18715.123,42791.117,27719.408
507,650.8531981,0.4690944,1578.3147,932.5048,1602.8649,17795.969,14361.66,5693.4644,662.55,1452.6934,692.82446
550,514.8770181,0.46910965,3778.6594,2670.869,3417.3816,54895.434,42699.656,23012.549,2014.1398,3796.1165,2623.1729
603,367.9644554,0.469635,0,0,0,2196.4604,2694.8816,3350.1226,0,0,0
576,394.8746977,0.469635,0,0,0,121099.64,119887.82,94452.65,0,0,0
582,464.8610245,0.469635,0,0,0,17442.865,15752.854,11465.321,0,0,0
632,516.8761215,0.469635,0,0,0,5117.472,3798.428,1864.8849,0,0,0
583,530.8500749,0.469635,0,0,0,59955.777,52468.55,34974.24,0,0,0
584,532.8487907,0.469635,0,0,0,9458.453,8603.56,5499.1743,0,0,0
587,598.8380977,0.469635,0,0,0,40481.047,33536.54,19922.734,0,0,0
588,614.8127825,0.469635,0,0,0,29488.766,29171.453,21458.309,0,0,0
608,632.7846487,0.469635,0,0,0,4139.953,5184.246,5072.5938,0,0,0
589,666.8262464,0.469635,0,0,0,25701.094,22167.309,11504.159,0,0,0
513,668.8258942,0.469635,0,0,0,4012.7358,2926.7615,1339.7388,0,0,0
591,684.7990486,0.469635,0,0,0,4817.5674,4490.921,3499.3132,0,0,0
592,698.7737199,0.469635,0,0,0,11915.805,13919.78,11477.833,0,0,0
514,708.8083299,0.469635,0,0,0,3097.9197,2614.6675,315.94708,0,0,0
594,750.7872315,0.469635,0,0,0,18341.416,16138.5,9277.329,0,0,0
597,818.7751375,0.469635,0,0,0,12671.181,10734.453,6228.916,0,0,0
599,850.7212931,0.469635,0,0,0,5273.327,5767.1846,4601.7065,0,0,0
563,970.7228363,0.469635,0,0,0,4990.2285,5125.011,2138.8318,0,0,0
602,310.9133524,0.46974272,4434.558,3859.746,4551.718,86326.52,76853.14,54359.633,2960.7646,5043.0024,4171.331
723,457.8724421,0.46972954,4659.119,3855.2913,4153.942,234.06175,208.81381,140.29913,2952.697,4224.61,3902.4243
604,446.8887942,0.46975523,7427.512,5379.434,6817.517,108218.69,90966.88,53799.01,4641.971,7194.9062,5636.315
617,608.8774144,0.46975398,5088.95,2700.3284,4431.524,266.84445,0,0,2013.1433,3480.48,3245.808
453,253.9100567,0.46980846,19597.107,17374.34,17297.805,7142.6387,7022.3896,2257.6255,14329.517,18489.969,15868.827
621,389.8853009,0.46981642,1254.541,1421.6306,1650.6237,0,0,0,1167.0211,2095.3083,1186.0781
520,754.8797749,0.46978447,1479.9901,165.9096,822.10986,0,0,0,85.02922,885.0557,385.44403
614,525.8607469,0.46981296,1244.8081,1175.6616,1194.7449,0,0,0,774.0798,1037.0304,748.9673
502,618.906869,0.46981397,2692.7769,473.9454,2350.9773,0,0,0,440.10968,1041.4083,768.4026
564,1006.76229,0.4698158,0,0,0,2746.6226,883.43567,164.04425,0,107.758835,0
624,242.9259617,0.47041887,23537.713,18946.623,22792.38,467072.53,425519.72,325804.7,16020.973,23826.912,19379.816
626,378.9010867,0.47041887,7994.9497,6129.3223,8489.726,134932,116777.05,76961.2,5139.5063,8630.302,6836.393
439,524.8293478,0.47043812,2205.339,1361.9625,2117.2954,8362.714,6146.26,5127.315,1465.5406,1860.2794,1554.3706
579,448.8877194,0.47077665,159.31586,0,0,9388.623,7636.8867,5026.5957,57.917023,292.15067,79.711464
647,422.8840418,0.47080627,2138.911,1524.6001,2034.6088,0,0,0,1371.6353,2033.9333,1523.2167
601,210.9783038,0.4710641,10533.592,4770.113,10935.036,2911.0527,394.97275,611.2958,4696.8364,7358.225,5698.111
610,292.9150842,0.47105947,1641.6991,1323.6187,1820.8988,192.647,233.75542,162.33122,1189.2291,1385.3805,1450.5541
548,592.816912,0.4710946,1582.5527,821.00037,1032.6519,4631.229,4904.496,2492.8074,874.72754,884.7856,840.1607
651,124.9229603,0.47159895,0,0,0,33699.21,37155.258,38157.89,0,0,0
653,218.0428431,0.47159895,0,0,0,52901.117,50337.508,50371.723,0,0,0
654,236.0800844,0.47159895,0,0,0,19929.906,19537.676,18338.25,0,0,0
656,260.8974623,0.47159895,0,0,0,34536.96,34493.13,33569.734,0,0,0
668,208.8841022,0.4716107,0,0,0,2368.7183,3234.124,4563.4326,0,0,0
661,480.8345857,0.47159895,0,0,0,14712.699,15265.968,12160.868,0,0,0
