"Feature","mz","rt","Orbi_P_E2_EXBLANKA","Orbi_P_E2_EXBLANKB","Orbi_P_E2_EXBLANKC","Orbi_P_E2_Wasteblank4","Orbi_P_E2_Wasteblank5","Orbi_P_E2_Wasteblank6","Orbi_P_E2_WS03A","Orbi_P_E2_WS03B","Orbi_P_E2_WS03C"
"9671",586.26996,4.718,0,0,0,0,0,0,23827814,26485666,24937200
"9673",586.2702,4.327,0,0,0,0,0,0,1725737,1800747,1690173
"9674",586.27045,4.076,0,0,0,0,0,0,1133508,1304671,1137648
"9676",586.27051,5.897,0,0,0,0,0,0,201907,220347,212185
"9677",586.27112,5.774,0,0,0,0,0,0,213818,227466,209213
"9678",586.33429,3.775,0,0,0,0,0,0,72313,77744,78777
"9679",586.33807,4.079,0,0,0,0,0,0,30876,32611,48490
"9680",586.36627,4.399,0,0,0,0,0,0,38802,29456,43866
"9681",586.36646,4.714,0,0,0,0,0,0,130954,149609,140955
"9696",588.26691,3.677,0,0,0,0,0,0,254698,235838,251099
"9697",588.26746,3.878,0,0,0,0,0,0,120169,134216,114251
"9698",588.28595,4.762,0,0,0,0,0,0,2626056,2893646,2673712
"9699",588.34027,4.821,0,0,0,0,0,0,57962,63098,45970
"9701",588.35541,3.883,0,0,0,0,0,0,55717,55089,53808
"9711",589.32471,3.911,0,0,0,0,0,0,22335,24131,20484
"9717",590.33344,3.684,0,0,0,0,0,0,56486,55970,59717
"9718",590.33405,3.929,0,0,0,0,0,0,24290,33996,36823
"9719",590.33563,3.041,0,0,0,0,0,0,62350,71103,74098
"9720",590.34235,3.128,0,0,0,0,0,0,34185,35746,35880
"9738",592.29572,3.703,0,0,0,0,0,0,2449244,2264189,2419305
"9739",592.33539,6.344,0,0,0,0,0,0,51140,48221,46858
"9749",593.2771,10.133,0,0,0,0,0,0,11031641,14382726,15834567
"9750",593.27722,10.424,0,0,0,0,0,0,2751208,4203776,2503335
"9751",593.37549,10.134,0,0,0,0,0,0,42647,36747,41282
"9765",595.1673,3.196,0,0,0,0,0,0,5169380,5309366,5394206
"9766",595.16772,3.118,0,0,0,0,0,0,396130,392356,367463
"9768",595.25897,5.548,0,0,0,0,0,0,751681,876617,791182
"9769",595.28992,7.401,0,0,0,0,0,0,321371,344702,302022
"9779",596.23608,3.306,0,0,0,0,0,0,249217,277808,238451
"9783",596.2569,2.466,0,0,0,0,0,0,332529,329668,294535
"9785",596.31152,7.857,0,0,0,0,0,0,1011404,1005493,955035
"9786",596.31274,7.668,0,0,0,0,0,0,92598,100404,83095
"9797",597.23016,3.186,0,0,0,0,0,0,71749,88051,70891
"9798",597.27185,9.506,0,0,0,0,0,0,75583,87360,83376
"9807",598.38141,7.97,0,0,0,0,0,0,427685,407403,405318
"9808",598.38177,7.818,0,0,0,0,0,0,156040,166935,152641
"9814",599.1972,3.03,0,0,0,0,0,0,47627,52073,52223
"9820",600.25037,3.614,0,0,0,0,0,0,200005,187191,178391
"9821",600.25067,3.942,0,0,0,0,0,0,84048,102527,73467
"9822",600.28479,4.868,0,0,0,0,0,0,458700,468352,488823
"9835",601.23004,3.633,0,0,0,0,0,0,357994,337155,317670
"9843",602.26495,4.201,0,0,0,0,0,0,1334712,1482318,1221478
"9847",602.26526,3.436,0,0,0,0,0,0,104738,113351,93119
"9848",602.26526,3.873,0,0,0,0,0,0,1635811,1635738,1587692
"9849",602.26526,4.655,0,0,0,0,0,0,1056393,1158899,1104808
"9850",602.26538,3.585,0,0,0,0,0,0,568628,552220,519753
"9851",602.36847,4.098,0,0,0,0,0,0,34328,37841,30918
"9852",602.37085,4.209,0,0,0,0,0,0,48310,44070,47031
"9859",603.15802,1.829,0,0,0,0,0,0,48113,56415,45030
"9861",603.21826,3.231,0,0,0,0,0,0,161520,181375,157256
"9863",603.32892,3.883,0,0,0,0,0,0,118422,115090,114716
"9872",604.28021,4.434,0,0,0,0,0,0,101767,105936,94710
"9873",604.28052,4.268,0,0,0,0,0,0,113555,139083,109980
"9874",604.28082,4.542,0,0,0,0,0,0,559892,638515,573852
"9875",604.28119,3.767,0,0,0,0,0,0,230149,232747,198013
"9876",604.28235,2.308,0,0,0,0,0,0,94088,103378,87253
"9884",605.27435,5.959,0,0,0,0,0,0,49196,72269,81012
"9885",605.36981,5.206,0,0,0,0,0,0,43512,53342,41294
"9887",605.37158,4.168,0,0,0,0,0,0,54113,57550,49643
"9890",606.33026,4.623,0,0,0,0,0,0,139558,151827,202377
"9891",606.33051,5.002,0,0,0,0,0,0,40107,52805,59687
"9893",606.35016,3.908,0,0,0,0,0,0,144176,164111,135671
"9896",607.19659,4.722,0,0,0,0,0,0,202218,215394,214615
"9903",607.22272,4.785,0,0,0,0,0,0,65606,75810,62717
"9906",607.25732,9.298,0,0,0,0,0,0,115583,140788,127626
"9907",607.29321,11.05,0,0,0,0,0,0,135207,87289,90706
"9912",608.29053,3.2,0,0,0,0,0,0,77236,87685,100702
"9913",608.29077,3.06,0,0,0,0,0,0,409270,442440,410863
"9914",608.29089,3.61,0,0,0,0,0,0,1877826,1865492,1674469
"9915",608.29095,3.673,0,0,0,0,0,0,1586096,1506601,1387314
"9926",609.27289,9.928,0,0,0,0,0,0,1121176,1571435,1585512
"9927",609.27301,9.725,0,0,0,0,0,0,903664,1271506,1093619
"9928",609.27325,10.132,0,0,0,0,0,0,114783,135150,145961
"9937",610.33551,5.262,0,0,0,0,0,0,194208,215384,184522
"9938",610.38177,4.623,0,0,0,0,0,0,56447,64511,45372
"9945",611.16138,2.349,0,0,0,0,0,0,171692,167612,164345
"9946",611.16327,2.958,0,0,0,0,0,0,28212134,28091656,26943756
"9947",611.1709,6.127,0,0,0,0,0,0,56078,46343,54393
"9949",611.21228,2.8,0,0,0,0,0,0,118805,107529,104510
"9951",611.25446,5.008,0,0,0,0,0,0,201770,213267,183285
"9952",611.25458,4.296,0,0,0,0,0,0,387176,431404,393045
"9953",611.26642,2.958,0,0,0,0,0,0,182883,179650,174290
"9962",612.23047,3.248,0,0,0,0,0,0,88491,100527,82519
"9975",613.20746,4.872,0,0,0,0,0,0,1834622,2013120,1940808
"9980",613.44598,10.595,0,0,0,0,0,0,36646,39627,26302
"9990",614.30054,4.851,0,0,0,0,0,0,277420,292769,309306
"9995",615.22314,4.759,0,0,0,0,0,0,139239,141400,131816
"9996",615.24927,4.601,0,0,0,0,0,0,53739,62807,61355
"9997",615.25098,4.488,0,0,0,0,0,0,69907,78146,83979
"9998",615.26013,10.135,0,0,0,0,0,0,966866,1236367,1237937
"10004",616.29584,6.048,0,0,0,0,0,0,42053,50176,40188
"10006",616.34912,6.069,0,0,0,0,0,0,29059,26449,30159
"10018",617.16418,3.609,0,0,0,0,0,0,24305,29187,31582
"10020",617.17145,0.516,0,0,0,0,0,0,116676,119990,149012
"10025",617.34583,3.91,0,0,0,0,0,0,178202,208575,238008
"10026",617.34613,3.653,0,0,0,0,0,0,452105,441936,412618
"10036",618.26227,3.021,0,0,0,0,0,0,41541,50051,46186
"10037",618.27795,3.521,0,0,0,0,0,0,176445,189997,157481
"10038",618.27863,3.757,0,0,0,0,0,0,101144,90865,95090
"10039",618.36761,6.461,0,0,0,0,0,0,69267,74120,55926
"10057",620.36609,7.003,0,0,0,0,0,0,410452,410545,405506
"10058",620.36646,7.123,0,0,0,0,0,0,1048244,1079030,1019692
"10066",621.36554,4.419,0,0,0,0,0,0,3543700,3697014,3599556
"10068",621.36646,5.064,0,0,0,0,0,0,33356,33864,30859
"10075",622.38177,7.492,0,0,0,0,0,0,92728,116192,89777
"10076",622.38287,7.617,0,0,0,0,0,0,224253,216551,197029
"10077",622.39795,5.644,0,0,0,0,0,0,578001,644852,621122
"10081",623.21167,5.966,0,0,0,0,0,0,225139,203769,152384
"10084",623.23602,3.594,0,0,0,0,0,0,44326,39881,42446
"10093",624.2356,0.573,0,0,0,0,0,0,640066,673741,667490
"10095",624.26868,3.903,0,0,0,0,0,0,302135,312085,186018
"10096",624.28632,3.064,0,0,0,0,0,0,320305,370815,303212
"10097",624.28668,3.14,0,0,0,0,0,0,304912,335900,290478
"10102",625.14148,2.172,0,0,0,0,0,0,46088,57341,53593
"10104",625.17902,3.25,0,0,0,0,0,0,408756,424103,385709
"10106",625.26794,9.799,0,0,0,0,0,0,577709,769093,709179
"10107",625.30493,9.972,0,0,0,0,0,0,234196,300378,293147
"10117",626.24646,3.18,0,0,0,0,0,0,115624,102751,111935
"10118",626.26471,5.203,0,0,0,0,0,0,129453,135952,137828
"10119",626.33344,4.719,0,0,0,0,0,0,28405,27088,17905
"10121",626.3457,3.511,0,0,0,0,0,0,1388724,1460290,1547255
"10122",626.34656,3.855,0,0,0,0,0,0,346922,373098,377717
"10123",626.41309,8.95,0,0,0,0,0,0,30190,33962,38778
"10127",627.15778,2.172,0,0,0,0,0,0,547148,541400,541524
"10129",627.24976,4.702,0,0,0,0,0,0,413811,493236,438082
"10140",628.28052,5.245,0,0,0,0,0,0,1556590,1798721,1626148
"10157",629.27496,4.872,0,0,0,0,0,0,232203,242312,239153
"10164",630.29675,5.002,0,0,0,0,0,0,219990,234559,209113
"10170",631.21912,2.168,0,0,0,0,0,0,47766,50639,51274
"10181",632.29108,5.163,0,0,0,0,0,0,90188,89477,79311
"10182",632.34192,4.902,0,0,0,0,0,0,96505,107483,94300
"10183",632.34387,5.555,0,0,0,0,0,0,27036,32611,22644
"10184",632.34607,5.055,0,0,0,0,0,0,76378,91092,62137
"10192",633.17334,5.261,0,0,0,0,0,0,103064,73470,64170
"10194",633.18201,2.561,0,0,0,0,0,0,57065,47226,40180
"10197",633.34088,3.16,0,0,0,0,0,0,118656,123767,119409
"10205",634.30707,4.339,0,0,0,0,0,0,232590,248014,247739
"10206",634.36047,4.831,0,0,0,0,0,0,40673,46349,28899
"10208",634.36108,5.328,0,0,0,0,0,0,1578636,1778487,1593099
"10209",634.36127,5.135,0,0,0,0,0,0,10024672,10848795,9940388
"10210",634.36176,5.392,0,0,0,0,0,0,434248,468932,458094
"10211",634.36212,5.543,0,0,0,0,0,0,41283,71982,49383
"10218",636.35602,4.492,0,0,0,0,0,0,135648,171068,170995
"10221",637.23193,0.538,0,0,0,0,0,0,256635,247853,242298
"10225",638.34479,3.837,0,0,0,0,0,0,65225,52768,84883
"10227",638.39197,4.878,0,0,0,0,0,0,1907656,2245816,2026352
"10230",638.39301,5.194,0,0,0,0,0,1521,188823,206237,202054
"10231",638.39331,3.787,0,0,0,0,0,0,63332,66514,59966
"10246",640.26208,3.703,0,0,0,0,0,0,90960,69978,67123
"10248",640.26385,3.475,0,0,0,0,0,0,164927,160553,141922
"10257",641.17261,2.404,0,0,0,0,0,0,18884,22522,17589
"10259",641.22333,3.076,0,0,0,0,0,0,139995,120349,119229
"10260",641.25824,10.131,0,0,0,0,0,0,45115,72614,78649
"10264",642.29669,5.239,0,0,0,0,0,0,20954,26532,21777
"10265",642.34076,3.124,0,0,0,0,0,0,369510,418649,446816
"10268",643.15027,2.96,0,0,0,0,0,0,105273,105745,113334
"10269",643.31512,7.144,0,0,0,0,0,0,149120,142260,89051
"10272",643.34424,4.882,0,0,0,0,0,0,231030,274248,256435
"10273",643.34686,4.425,0,0,0,0,0,0,3086340,3083864,3185172
"10274",643.34753,4.301,0,0,0,0,0,0,140425,137281,132334
"10275",643.34851,4.56,0,0,0,0,0,0,110876,130507,126526
"10278",644.35834,3.3,0,0,0,0,0,0,77983,74154,64456
"10312",648.21826,4.718,0,0,0,0,0,0,111134,128345,118108
"10315",648.34052,4.52,0,0,0,0,0,0,167437,176992,144482
"10317",648.3974,4.6,1734,0,0,0,0,0,90031,110842,94419
"10318",648.39801,4.921,0,0,0,0,0,0,110173,130078,123241
"10329",650.30237,4,0,0,0,0,0,0,1346370,1319474,1279143
"10332",650.35614,4.285,0,0,0,0,0,0,5480868,5678042,5164678
"10333",650.35651,4.693,0,0,0,0,0,0,237544,236987,224722
"10338",651.33362,4.59,0,0,0,0,0,0,236316,287034,243866
"10341",652.28101,4.526,0,0,0,0,0,0,63039,72998,60362
"10342",652.37067,4.969,0,0,0,0,0,0,103707,115996,117275
"10343",652.37329,3.833,0,0,0,0,0,0,326791,337398,214690
"10352",654.25745,2.883,0,0,0,0,0,0,20319,26123,21343
"10354",654.38727,4.849,0,0,0,0,0,0,6433672,7225874,6701246
"10355",654.38739,3.891,0,0,0,0,0,0,655539,677873,640410
"10356",654.38763,4.035,0,0,0,0,0,0,461736,481459,447716
"10358",654.44794,9.749,3931,0,0,0,0,0,64679,66161,42350
"10363",655.29065,5.332,0,0,0,0,0,0,67227,76441,62307
"10369",656.2002,0.583,0,0,2733,0,0,0,84093,98447,113856
"10370",656.25562,3.061,0,0,0,0,0,0,19008,29627,29325
"10375",657.25092,3.19,0,0,0,0,0,0,27482,34424,33582
"10376",657.25909,10.133,0,0,0,0,0,0,41659,66167,63363
"10377",657.32721,3.822,0,0,0,0,0,0,350727,400287,370617
"10382",659.23749,4.252,0,0,0,0,0,0,102086,111159,95537
"10399",662.33716,8.749,0,0,0,0,0,0,21419,24863,19053
"10400",662.37616,4.571,0,0,0,0,0,0,44869,46107,45141
"10401",662.3775,4.945,0,0,0,0,0,0,23308,34966,31080
"10410",664.1886,4.414,0,0,0,0,0,0,142647,77647,124439
"10412",664.39337,3.936,0,0,0,0,0,0,45512,41491,30924
"10413",664.39368,4.004,0,0,0,0,0,0,121050,118379,100300
"10424",666.24823,0.832,0,0,0,0,0,0,54152,69220,65862
"10425",666.29596,3.385,0,0,0,0,0,0,42101,44618,35367
"10426",666.34827,3.588,0,0,0,0,0,0,39672,36208,31059
"10427",666.3714,6.004,0,0,0,0,0,0,221777,232989,199478
"10434",668.24152,2.497,0,0,0,0,0,0,42961,40993,34050
"10436",668.3667,3.737,0,0,0,0,0,0,1155307,822989,785648
"10437",668.36694,4.246,0,0,0,0,0,0,175976,205526,201147
"10446",670.38196,4.158,0,0,0,0,0,0,218471,243027,214673
"10447",670.38232,3.727,0,0,0,0,0,0,4305188,4014676,3760912
"10451",671.16577,4.983,0,0,0,0,0,0,70858,69682,77789
"10457",672.39728,3.573,0,0,0,0,0,0,54385,55174,48497
"10459",672.41876,7.319,0,0,0,0,0,1810,46210,56790,37985
"10460",672.41949,7.524,0,0,0,0,0,0,286901,326362,270864
"10468",673.32379,3.788,0,0,0,0,0,0,171476,161723,165344
"10476",675.31549,4.84,0,0,0,0,0,0,102675,119631,120573
"10480",675.36578,4.471,0,0,0,0,0,0,127630,124520,160777
"10481",675.36633,4.977,0,0,0,0,0,0,168817,185068,163442
"10482",675.36804,4.921,0,0,0,0,0,0,71336,88562,106168
"10489",677.35632,3.579,0,0,0,0,0,0,37774,36488,42128
"10495",678.37183,3.958,0,0,0,0,0,0,97258,111654,96936
"10496",678.37225,4.108,0,0,0,0,0,0,322058,379731,321104
"10505",680.06903,2.17,0,0,0,0,0,0,44923,37947,49133
"10506",680.26855,3.157,0,0,0,0,0,0,43803,48788,54266
"10507",680.38818,3.306,0,0,0,0,0,0,105297,98289,91863
"10513",681.19653,4.86,0,0,0,0,0,0,384755,409791,381143
"10514",681.39685,4.421,0,0,0,0,0,0,110316,117045,117099
"10516",682.18805,5.332,0,0,0,0,0,0,59247,57378,61233
"10520",682.40271,3.2,0,0,0,0,0,0,185153,196839,196212
"10525",684.26428,3.595,0,0,0,0,0,0,54385,42381,49774
"10527",684.4328,3.682,0,0,0,0,0,0,60174,64412,56393
"10536",686.32239,4.303,0,0,0,0,0,0,95190,106048,98774
"10542",688.271,2.946,0,0,0,0,0,0,70958,54794,53971
"10543",688.27448,2.804,0,0,0,0,0,0,32416,45874,30428
"10545",688.39178,4.142,0,0,0,0,0,0,22630,25276,17242
"10554",689.24365,4.402,0,0,0,0,0,0,243273,230457,283599
"10555",689.24475,4.05,0,0,0,0,0,0,24693,31268,31248
"10556",689.29797,4.313,0,0,0,0,0,0,27893,29732,16166
"10565",691.10388,2.956,0,0,0,0,0,0,67232,63212,72642
"10570",692.26923,3.235,0,0,0,0,0,0,31698,23947,19418
"10577",693.27942,3.41,0,0,0,0,0,0,305473,306599,271012
"10580",694.36731,3.456,0,0,0,0,0,0,354571,379174,321579
"10581",694.40314,6.505,12071,0,0,0,0,0,54365,73915,54829
"10582",694.40332,6.742,0,0,0,0,0,0,2124687,2374917,1958744
"10583",694.40375,6.58,12071,0,0,0,0,0,332641,363741,299867
"10585",695.29572,3.287,0,0,1384,0,0,0,47583,54494,44155
"10586",696.24634,0.525,0,0,0,0,2130,0,182439,199462,191384
"10587",696.38281,3.346,1522,0,0,0,0,1540,516527,558883,501119
"10588",696.41986,7.21,0,0,0,0,0,0,240495,243933,197092
"10598",698.18182,4.892,0,0,0,0,0,0,96587,107793,95470
"10599",698.18298,4.835,0,0,0,0,0,0,52287,46920,58809
"10600",698.18561,4.447,0,0,0,0,0,0,53469,47824,77140
"10601",698.18835,4.38,0,0,0,0,0,0,39943,39098,38940
"10602",698.23193,2.009,0,0,0,0,0,0,56636,54464,37485
"10611",699.35858,6.744,0,0,0,0,0,0,821753,821364,705041
"10617",700.28296,2.58,0,0,0,0,0,0,227626,223943,196045
"10619",700.33905,4.498,0,0,0,0,0,0,103404,106852,102083
"10626",701.3382,3.35,0,0,0,0,0,0,140649,160683,137179
"10627",701.37604,7.208,0,0,0,0,0,0,98606,94747,86052
"10631",702.29932,2.358,0,0,0,0,0,0,43007,41156,41346
"10638",704.26971,2.798,0,0,0,0,0,0,68905,74667,64130
"10639",704.31537,2.304,0,0,0,0,0,0,46397,40061,40158
"10640",704.38922,4.897,0,0,0,0,0,0,32904,47934,36687
"10654",707.21564,4.408,0,0,0,0,0,0,122934,133239,153093
"10657",707.29767,3.842,0,0,0,0,0,0,29612,34739,23240
"10666",710.39783,5.312,0,0,0,0,0,0,169401,174813,178401
"10667",710.39789,5.373,0,0,0,0,0,0,177649,203963,191557
"10670",711.32556,3.691,0,0,0,0,0,0,207606,171262,182135
"10672",712.37708,3,0,0,0,0,0,0,71502,77164,70540
"10673",712.39325,4.425,0,0,0,0,0,0,73195,83046,81528
"10676",713.39032,3.731,0,0,0,0,0,0,42089,37245,30216
"10679",714.17737,3.777,0,0,0,0,0,0,39715,33206,49625
"10680",714.31824,4.511,0,0,0,0,0,0,73624,81936,75947
"10681",714.40771,4.714,0,0,0,0,0,0,16204,23304,15879
"10688",716.25684,2.677,0,0,0,0,0,0,61351,61112,54934
"10689",716.33533,4.423,0,0,0,0,0,0,142278,138680,126199
"10699",718.28387,3.04,0,0,0,0,0,0,136385,136707,142222
"10709",720.44635,5.57,0,0,0,0,0,0,166018,166792,150827
"10714",721.33929,3.936,0,0,0,0,0,0,728209,835394,783309
"10717",722.19391,1.846,0,0,0,0,0,0,405334,361476,334992
"10718",722.19482,1.675,0,0,0,0,0,0,380298,427660,402666
"10726",724.29187,5.137,0,0,0,0,0,0,48349,48190,40742
"10729",725.29736,3.731,0,0,0,0,0,0,35600,34657,39233
"10730",725.30444,3.523,0,0,0,0,0,0,63329,53748,46343
"10733",726.22522,1.899,0,0,0,0,0,0,51199,72120,48720
"10745",730.29364,2.864,0,0,0,0,0,0,15128,24707,18975
"10746",730.31305,4.086,0,0,0,0,1255,0,265926,289778,240621
"10752",732.32843,3.955,0,0,0,0,0,0,7528368,8202856,8014448
"10754",732.46204,3.955,0,0,0,0,0,0,27799,36687,37099
"10759",733.30127,3.7,0,0,0,0,0,0,73827,64773,55210
"10762",734.32434,4.739,0,0,0,0,0,0,43513,47694,42427
"10768",736.32837,2.358,0,0,0,0,0,0,45088,59584,46724
"10775",737.33405,3.614,0,0,0,0,0,0,599074,598052,558396
"10777",738.15283,0.554,0,0,0,0,0,0,1460598,1494807,1743434
"10778",738.19128,1.688,0,0,0,0,0,0,65872,80235,78577
"10779",738.22705,2.594,0,0,0,0,0,0,34667,41379,34446
"10780",738.31976,3.122,2146,0,0,0,0,0,68951,88936,82626
"10787",741.27484,3.066,0,0,0,0,0,0,43143,37303,34460
"10788",742.32788,3.511,0,0,0,0,0,0,45833,57413,42165
"10791",743.16315,4.87,0,0,0,0,0,0,93006,99601,103764
"10794",743.29041,2.975,0,0,0,0,0,0,58794,46368,44360
"10795",743.32764,3.723,0,0,0,0,0,0,29397,25113,20079
"10796",744.26404,9.753,0,8835,10743,0,0,0,39626,51613,39505
"10800",746.23785,1.727,0,0,0,0,0,0,137280,145777,127507
"10801",746.30743,3.725,0,0,0,0,0,0,54842,54206,57568
"10802",746.30774,3.802,0,0,0,0,0,0,294896,319196,301564
"10805",748.28564,3.318,0,1336,0,1570,0,0,64821,71433,65191
"10806",748.32251,4.113,0,0,0,0,0,0,110488,119112,97467
"10807",748.32281,3.737,0,0,0,0,0,0,18826318,18675556,17120210
"10808",748.4624,3.737,0,0,0,0,0,0,119939,107032,99035
"10813",749.18188,4.91,0,0,0,0,0,0,50190,37364,55905
"10814",749.30707,4.632,0,0,0,0,0,0,65669,68912,50789
"10816",750.3197,3.257,0,0,0,0,0,0,155093,171647,167334
"10817",750.32037,3.413,0,0,0,0,0,0,71852,76934,85296
"10821",751.4278,5.047,0,0,0,0,0,0,48301,56916,47813
"10822",753.12311,4.984,0,0,0,0,0,0,43151,38425,31761
"10825",753.32928,3.098,0,0,0,0,0,0,82984,76920,68999
"10826",754.34918,3.285,0,0,0,0,0,0,248594,278295,271236
"10829",755.31689,3.677,0,0,0,0,0,0,76380,80919,61427
"10830",756.20032,1.671,0,0,0,0,0,0,142632,126957,127327
"10833",757.22046,2.264,0,1408,0,0,0,0,549157,545651,522082
"10834",757.22089,2.346,0,0,0,0,0,0,4089952,4281304,4158301
"10840",760.30566,2.724,0,0,0,0,0,0,19388,26916,18854
"10849",763.24475,2.958,0,0,0,0,0,0,17124,21159,12829
"10851",764.31531,3.414,0,0,0,0,0,0,85147,76753,89870
"10852",764.31641,3.573,0,0,0,0,0,0,221623,203942,203508
"10853",764.31915,3.328,0,0,1413,0,0,0,133350,160105,132661
"10856",765.4082,5.097,0,0,0,0,0,0,84511,95498,87282
"10861",767.34381,6.742,0,0,0,0,0,0,50504,52805,38496
"10863",768.3288,3.072,0,0,0,0,0,0,22025,26563,29427
"10864",768.45544,5.732,0,0,0,0,0,0,173724,170284,175314
"10867",769.27045,3.566,0,0,0,0,0,0,458267,449680,432660
"10869",770.34412,3.299,0,0,0,0,0,0,133639,142515,135710
"10870",770.34424,3.24,0,0,0,0,0,0,179038,180003,168213
"10876",772.43427,4.192,0,0,0,0,0,0,34900,31703,32255
"10878",772.48676,4.318,0,0,0,0,0,0,67641,73847,72028
"10880",773.06671,2.166,0,0,0,0,0,0,87592,132664,126277
"10881",773.21539,2.168,0,0,0,0,0,0,25762736,26489766,26057918
"10882",773.21741,2.578,0,0,0,0,0,0,60511,60818,49491
"10884",773.33398,4.807,0,0,0,0,0,0,36865,40689,38774
"10885",773.36053,2.169,0,0,0,0,0,0,165021,183993,177980
"10892",775.28937,5.137,0,0,0,1453,0,0,18798,26420,27424
"10898",777.31482,3.723,0,0,0,0,0,0,179037,159962,150070
"10899",777.43451,6.64,0,0,0,0,0,1503,30532,34495,27059
"10900",777.4408,4.306,0,0,0,0,0,0,46367,42609,45393
"10901",778.36011,3.91,0,0,0,0,0,0,570588,661492,645176
"10902",778.36139,3.745,0,0,0,0,0,0,44062,42895,66550
"10908",779.31641,4.524,0,0,0,0,0,0,24856,30143,24471
"10909",779.39935,3.272,0,0,0,0,0,0,23676,30762,29968
"10911",780.33325,3.213,0,0,0,0,0,0,50525,55802,48843
"10912",780.44312,4.265,0,0,0,0,0,0,59877,72313,68243
"10915",782.43237,5.377,0,0,0,0,0,0,48726,52152,49529
"10920",783.41888,4.747,1472,0,0,0,0,0,31226,36770,29740
"10923",784.44904,4.886,0,0,0,0,0,0,109220,107680,96434
"10924",784.44983,4.965,0,0,0,0,0,0,200595,224634,229036
"10925",784.44983,5.206,0,0,0,0,0,0,7074005,7784036,7530317
"10926",784.44995,4.548,0,0,0,0,0,0,211022,239519,229376
"10932",785.21515,3.743,0,0,0,0,0,0,20259,20854,21603
"10936",787.23175,2.404,0,0,0,1513,0,0,192023,193986,180029
"10941",788.48083,3.824,0,0,0,0,0,0,143909,151387,148238
"10942",788.48145,3.737,0,0,0,0,0,0,48110,40699,47189
"10944",788.48248,4.108,0,0,0,0,0,0,182298,221233,168371
"10946",789.36145,7.029,0,0,0,0,0,0,66390,111004,93948
"10954",791.20428,2.555,0,0,0,0,0,0,24769,25246,36677
"10956",791.41632,5.568,0,0,0,0,0,0,115135,131160,132310
"10964",793.43829,3.587,0,0,0,0,0,0,65283,60783,60154
"10968",794.35352,3.601,0,0,0,0,0,0,156083,149058,110190
"10974",796.4129,4.869,0,0,0,0,0,0,48873,50670,65297
"10975",796.41394,4.706,0,0,0,0,0,0,406560,488711,418448
"10981",799.28143,3.616,0,0,0,0,0,0,47728,48492,46941
"10983",800.44513,4.142,0,0,0,0,0,0,10298175,11510974,10550541
"10985",800.44531,3.788,0,0,0,0,0,0,6104792,6211090,5755689
"10986",800.44531,4.821,0,0,0,0,0,0,314795,350196,317754
"10987",800.44574,4.56,0,0,0,0,0,0,315581,366524,341930
"10993",803.31793,5.31,0,0,0,0,0,0,83984,95685,86545
"10996",804.47949,3.843,0,0,0,0,0,0,48113,47183,47518
"11002",805.38684,4.554,0,0,0,0,0,0,32365,52981,44177
"11014",810.133,2.346,0,0,0,0,0,0,17281,23301,17278
"11021",812.35486,3.523,0,0,0,0,0,0,72155,69505,65727
"11022",812.40845,3.869,0,0,0,0,0,0,153116,151192,120672
"11024",813.3186,3.385,0,0,0,0,0,0,30890,29670,20342
"11028",816.43964,3.785,0,0,0,0,0,0,406266,395779,366407
"11029",816.43988,4.484,0,0,0,0,0,0,1144121,1329966,1193478
"11030",816.44019,3.424,0,0,0,0,0,0,294834,300315,273917
"11031",816.44116,3.608,0,0,0,0,0,0,109795,139485,134935
"11032",816.44141,4.188,0,0,0,0,0,0,77135,64474,65931
"11036",818.45654,4.352,0,0,0,0,0,0,48411,51618,48831
"11040",820.47101,3.296,0,0,0,0,0,0,74364,86865,72126
"11041",820.47388,3.118,0,0,0,0,0,0,79522,89647,80383
"11045",821.31934,3.824,0,0,0,0,0,0,370938,341749,320416
"11046",821.32269,3.934,0,0,0,0,0,0,89836,133619,96971
"11047",821.32471,3.669,0,0,0,0,0,0,59953,59118,67966
"11048",821.32562,4.065,0,0,0,0,0,0,134138,147112,137668
"11049",821.35901,4.722,0,0,0,0,0,0,124626,136844,82476
"11052",821.38824,3.954,0,0,0,0,0,0,87950,64515,91261
"11058",823.34186,4.35,0,0,0,0,0,0,84011,103664,94841
"11059",823.34332,3.4,0,0,0,0,0,0,60672,59032,48008
"11067",830.41815,3.44,0,0,0,0,0,0,49365,42984,48323
"11070",832.43402,3.876,0,0,0,0,0,0,20059,23864,24511
"11071",832.435,3.248,0,0,0,0,0,0,449541,479525,437865
"11072",832.43506,3.471,0,0,0,0,0,0,285823,320626,254235
"11078",833.32281,4.618,0,0,0,0,0,0,55506,61748,52081
"11080",834.4505,3.113,0,0,0,0,0,0,39489,34696,35552
"11081",834.45154,3.297,0,0,0,0,0,0,55420,56300,56143
"11084",835.3186,4.233,0,0,0,1256,0,0,56834,72856,58249
"11086",835.4361,5.568,0,0,0,0,0,0,36688,34293,25078
"11089",837.32098,3.731,0,0,0,0,0,0,160051,164034,154557
"11099",841.19,2.164,0,0,0,0,0,0,41564,31479,48448
"11108",851.33649,4.777,0,0,0,0,0,0,76733,78067,51009
"11112",853.31549,3.017,0,0,0,0,0,0,26736,32991,28081
"11120",855.33167,2.899,0,0,0,0,0,0,708319,731063,688264
"11121",855.33215,3.045,0,0,0,0,0,0,101531,108697,91149
